D_TEMPORAL_0;D_TERRITORIO_0;D_TIPOMATRIMONIO_0;INDICATOR;OBS_VALUE;FREQ
1999;18;00;Separaciones;1033.000086;A
1999;18;1;Separaciones;1033.000086;A
1999;21;00;Separaciones;549.999954;A
1999;21;1;Separaciones;549.999954;A
1999;23;00;Separaciones;601.0002;A
1999;23;1;Separaciones;601.0002;A
1999;29;00;Separaciones;2020.999806;A
1999;29;1;Separaciones;2020.999806;A
1999;41;00;Separaciones;2264.38948;A
1999;41;1;Separaciones;2264.38948;A
1998;C01;00;Separaciones;9329.556592;A
1998;C01;1;Separaciones;9329.556592;A
1998;04;00;Separaciones;673.999758;A
1998;04;1;Separaciones;673.999758;A
1998;11;00;Separaciones;1387.9998;A
1998;11;1;Separaciones;1387.9998;A
1998;14;00;Separaciones;894.99984;A
1998;14;1;Separaciones;894.99984;A
1998;18;00;Separaciones;945.99972;A
1998;18;1;Separaciones;945.99972;A
1998;21;00;Separaciones;570.000144;A
1998;21;1;Separaciones;570.000144;A
1998;23;00;Separaciones;594.000154;A
1998;23;1;Separaciones;594.000154;A
1998;29;00;Separaciones;1871.99972;A
1998;29;1;Separaciones;1871.99972;A
1998;41;00;Separaciones;2390.557456;A
1998;41;1;Separaciones;2390.557456;A
2020;C01;00;Nulidades;5.05742;A
2020;C01;1;Nulidades;5.05742;A
2020;C01;23;Nulidades;;A
2020;C01;2;Nulidades;;A
2020;C01;3;Nulidades;;A
2020;04;00;Nulidades;2.13486;A
2020;04;1;Nulidades;2.13486;A
2020;04;23;Nulidades;;A
2020;04;2;Nulidades;;A
2020;04;3;Nulidades;;A
2020;11;00;Nulidades;;A
2020;11;1;Nulidades;;A
2020;11;23;Nulidades;;A
2020;11;2;Nulidades;;A
2020;11;3;Nulidades;;A
2020;14;00;Nulidades;;A
2020;14;1;Nulidades;;A
2020;14;23;Nulidades;;A
2020;14;2;Nulidades;;A
2020;14;3;Nulidades;;A
2020;18;00;Nulidades;;A
2020;18;1;Nulidades;;A
2020;18;23;Nulidades;;A
2020;18;3;Nulidades;;A
2020;21;00;Nulidades;;A
2020;21;1;Nulidades;;A
2020;21;23;Nulidades;;A
2020;21;2;Nulidades;;A
2020;21;3;Nulidades;;A
2020;23;00;Nulidades;2.92256;A
2020;23;1;Nulidades;2.92256;A
2020;23;23;Nulidades;;A
2020;23;2;Nulidades;;A
2020;23;3;Nulidades;;A
2020;29;00;Nulidades;;A
2020;29;1;Nulidades;;A
2020;29;23;Nulidades;;A
2020;29;2;Nulidades;;A
2020;29;3;Nulidades;;A
2020;41;00;Nulidades;;A
2020;41;1;Nulidades;;A
2020;41;23;Nulidades;;A
2020;41;2;Nulidades;;A
2020;41;3;Nulidades;;A
2019;C01;00;Nulidades;13.00912;A
2019;C01;1;Nulidades;13.00912;A
2019;C01;23;Nulidades;;A
2019;C01;2;Nulidades;;A
2019;C01;3;Nulidades;;A
2019;04;00;Nulidades;;A
2019;04;1;Nulidades;;A
2019;04;23;Nulidades;;A
2019;04;2;Nulidades;;A
2019;11;00;Nulidades;6.54042;A
2019;11;1;Nulidades;6.54042;A
2019;11;23;Nulidades;;A
2019;11;2;Nulidades;;A
2019;11;3;Nulidades;;A
2019;14;00;Nulidades;;A
2019;14;1;Nulidades;;A
2019;14;23;Nulidades;;A
2019;14;2;Nulidades;;A
2019;14;3;Nulidades;;A
2019;18;00;Nulidades;2.39728;A
2019;18;1;Nulidades;2.39728;A
2019;18;23;Nulidades;;A
2019;18;2;Nulidades;;A
2019;18;3;Nulidades;;A
2019;21;00;Nulidades;;A
2019;21;1;Nulidades;;A
2019;21;23;Nulidades;;A
2019;21;2;Nulidades;;A
2019;23;00;Nulidades;;A
2019;23;1;Nulidades;;A
2019;23;23;Nulidades;;A
2019;23;3;Nulidades;;A
2019;29;00;Nulidades;2.34554;A
2019;29;1;Nulidades;2.34554;A
2019;29;23;Nulidades;;A
2019;29;2;Nulidades;;A
2019;29;3;Nulidades;;A
2019;41;00;Nulidades;1.72588;A
2019;41;1;Nulidades;1.72588;A
2019;41;23;Nulidades;;A
2019;41;2;Nulidades;;A
2019;41;3;Nulidades;;A
2018;C01;00;Nulidades;15.9558;A
2018;C01;1;Nulidades;15.9558;A
2018;C01;23;Nulidades;;A
2018;C01;2;Nulidades;;A
2018;C01;3;Nulidades;;A
2018;04;00;Nulidades;1.6277;A
2018;04;1;Nulidades;1.6277;A
2018;04;23;Nulidades;;A
2018;04;2;Nulidades;;A
2018;04;3;Nulidades;;A
2018;11;00;Nulidades;8.7124;A
2018;11;1;Nulidades;8.7124;A
2018;11;23;Nulidades;;A
2018;11;2;Nulidades;;A
2018;11;3;Nulidades;;A
2018;14;00;Nulidades;1.312;A
2018;14;1;Nulidades;1.312;A
2018;14;23;Nulidades;;A
2018;14;2;Nulidades;;A
2018;14;3;Nulidades;;A
2018;18;00;Nulidades;2.3376;A
2018;18;1;Nulidades;2.3376;A
2018;18;23;Nulidades;;A
2018;18;2;Nulidades;;A
2018;18;3;Nulidades;;A
2018;21;00;Nulidades;;A
2018;21;1;Nulidades;;A
2018;21;23;Nulidades;;A
2018;21;3;Nulidades;;A
2018;23;00;Nulidades;;A
2018;23;1;Nulidades;;A
2018;23;23;Nulidades;;A
2018;23;2;Nulidades;;A
2018;29;00;Nulidades;1.9661;A
2018;29;1;Nulidades;1.9661;A
2018;29;23;Nulidades;;A
2018;29;2;Nulidades;;A
2018;29;3;Nulidades;;A
2018;41;00;Nulidades;;A
2018;41;1;Nulidades;;A
2018;41;23;Nulidades;;A
2018;41;2;Nulidades;;A
2018;41;3;Nulidades;;A
2017;C01;00;Nulidades;18.7654;A
2017;C01;1;Nulidades;18.7654;A
2017;C01;23;Nulidades;;A
2017;C01;2;Nulidades;;A
2017;C01;3;Nulidades;;A
2017;04;00;Nulidades;1.5212;A
2017;04;1;Nulidades;1.5212;A
2017;04;23;Nulidades;;A
2017;04;2;Nulidades;;A
2017;04;3;Nulidades;;A
2017;11;00;Nulidades;;A
2017;11;1;Nulidades;;A
2017;11;23;Nulidades;;A
2017;11;2;Nulidades;;A
2017;11;3;Nulidades;;A
2017;14;00;Nulidades;1.523;A
2017;14;1;Nulidades;1.523;A
2017;14;23;Nulidades;;A
2017;14;2;Nulidades;;A
2017;14;3;Nulidades;;A
2017;18;00;Nulidades;4.0304;A
2017;18;1;Nulidades;4.0304;A
2017;18;23;Nulidades;;A
2017;18;2;Nulidades;;A
2017;18;3;Nulidades;;A
2017;21;00;Nulidades;;A
2017;21;1;Nulidades;;A
2017;21;23;Nulidades;;A
2017;21;2;Nulidades;;A
2017;21;3;Nulidades;;A
2017;23;00;Nulidades;4.0944;A
2017;23;1;Nulidades;4.0944;A
2017;29;00;Nulidades;4.8474;A
2017;29;1;Nulidades;4.8474;A
2017;29;23;Nulidades;;A
2017;29;2;Nulidades;;A
2017;29;3;Nulidades;;A
2017;41;00;Nulidades;2.749;A
2017;41;1;Nulidades;2.749;A
2017;41;23;Nulidades;;A
2017;41;2;Nulidades;;A
2017;41;3;Nulidades;;A
2016;C01;00;Nulidades;13.6103;A
2016;C01;1;Nulidades;13.6103;A
2016;C01;23;Nulidades;;A
2016;C01;2;Nulidades;;A
2016;C01;3;Nulidades;;A
2016;04;00;Nulidades;1.3299;A
2016;04;1;Nulidades;1.3299;A
2016;04;23;Nulidades;;A
2016;04;2;Nulidades;;A
2016;04;3;Nulidades;;A
2016;11;00;Nulidades;;A
2016;11;1;Nulidades;;A
2016;11;23;Nulidades;;A
2016;11;2;Nulidades;;A
2016;11;3;Nulidades;;A
2016;14;00;Nulidades;1.3049;A
2016;14;1;Nulidades;1.3049;A
2016;14;23;Nulidades;;A
2016;14;2;Nulidades;;A
2016;14;3;Nulidades;;A
2016;18;00;Nulidades;1.7288;A
2016;18;1;Nulidades;1.7288;A
2016;18;23;Nulidades;;A
2016;18;2;Nulidades;;A
2016;18;3;Nulidades;;A
2016;21;00;Nulidades;3.4584;A
2016;21;1;Nulidades;3.4584;A
2016;21;23;Nulidades;;A
2016;21;2;Nulidades;;A
2016;21;3;Nulidades;;A
2016;23;00;Nulidades;1.4948;A
2016;23;1;Nulidades;1.4948;A
2016;23;23;Nulidades;;A
2016;23;2;Nulidades;;A
2016;23;3;Nulidades;;A
2016;29;00;Nulidades;3.0012;A
2016;29;1;Nulidades;3.0012;A
2016;29;23;Nulidades;;A
2016;29;2;Nulidades;;A
2016;29;3;Nulidades;;A
2016;41;00;Nulidades;1.2923;A
2016;41;1;Nulidades;1.2923;A
2016;41;23;Nulidades;;A
2016;41;2;Nulidades;;A
2016;41;3;Nulidades;;A
2015;C01;00;Nulidades;29.5612;A
2015;C01;1;Nulidades;29.5612;A
2015;C01;23;Nulidades;;A
2015;C01;2;Nulidades;;A
2015;C01;3;Nulidades;;A
2015;04;00;Nulidades;3.1572;A
2015;04;1;Nulidades;3.1572;A
2015;04;23;Nulidades;;A
2015;04;2;Nulidades;;A
2015;04;3;Nulidades;;A
2015;11;00;Nulidades;4.7814;A
2015;11;1;Nulidades;4.7814;A
2015;11;23;Nulidades;;A
2015;11;2;Nulidades;;A
2015;11;3;Nulidades;;A
2015;14;00;Nulidades;;A
2015;14;1;Nulidades;;A
2015;14;23;Nulidades;;A
2015;14;2;Nulidades;;A
2015;14;3;Nulidades;;A
2015;18;00;Nulidades;3.438;A
2015;18;1;Nulidades;3.438;A
2015;18;23;Nulidades;;A
2015;18;2;Nulidades;;A
2015;18;3;Nulidades;;A
2015;21;00;Nulidades;2.9718;A
2015;21;1;Nulidades;2.9718;A
2015;21;23;Nulidades;;A
2015;21;2;Nulidades;;A
2015;21;3;Nulidades;;A
2015;23;00;Nulidades;;A
2015;23;1;Nulidades;;A
2015;23;23;Nulidades;;A
2015;23;2;Nulidades;;A
2015;23;3;Nulidades;;A
2015;29;00;Nulidades;8.4138;A
2015;29;1;Nulidades;8.4138;A
2015;29;23;Nulidades;;A
2015;29;2;Nulidades;;A
2015;29;3;Nulidades;;A
2015;41;00;Nulidades;6.799;A
2015;41;1;Nulidades;6.799;A
2015;41;23;Nulidades;;A
2015;41;2;Nulidades;;A
2015;41;3;Nulidades;;A
2014;C01;00;Nulidades;38.00724;A
2014;C01;1;Nulidades;38.00724;A
2014;C01;23;Nulidades;;A
2014;C01;2;Nulidades;;A
2014;C01;3;Nulidades;;A
2014;04;00;Nulidades;;A
2014;04;1;Nulidades;;A
2014;04;23;Nulidades;;A
2014;04;2;Nulidades;;A
2014;04;3;Nulidades;;A
2014;11;00;Nulidades;9.01698;A
2014;11;1;Nulidades;9.01698;A
2014;11;23;Nulidades;;A
2014;11;2;Nulidades;;A
2014;11;3;Nulidades;;A
2014;14;00;Nulidades;;A
2014;14;1;Nulidades;;A
2014;14;23;Nulidades;;A
2014;14;2;Nulidades;;A
2014;14;3;Nulidades;;A
2014;18;00;Nulidades;1.51905;A
2014;18;1;Nulidades;1.51905;A
2014;18;23;Nulidades;;A
2014;18;2;Nulidades;;A
2014;18;3;Nulidades;;A
2014;21;00;Nulidades;2.82922;A
2014;21;1;Nulidades;2.82922;A
2014;21;23;Nulidades;;A
2014;21;2;Nulidades;;A
2014;21;3;Nulidades;;A
2014;23;00;Nulidades;1.4678;A
2014;23;1;Nulidades;1.4678;A
2014;23;23;Nulidades;;A
2014;23;3;Nulidades;;A
2014;29;00;Nulidades;6.4402;A
2014;29;1;Nulidades;6.4402;A
2014;29;23;Nulidades;;A
2014;29;2;Nulidades;;A
2014;29;3;Nulidades;;A
2014;41;00;Nulidades;16.73399;A
2014;41;1;Nulidades;16.73399;A
2014;41;23;Nulidades;;A
2014;41;2;Nulidades;;A
2014;41;3;Nulidades;;A
2013;C01;00;Nulidades;29.96762;A
2013;C01;1;Nulidades;28.63912;A
2013;C01;23;Nulidades;1.3285;A
2013;C01;2;Nulidades;1.3285;A
2013;C01;3;Nulidades;;A
2013;04;00;Nulidades;;A
2013;04;1;Nulidades;;A
2013;04;23;Nulidades;;A
2013;04;2;Nulidades;;A
2013;04;3;Nulidades;;A
2013;11;00;Nulidades;2.9301;A
2013;11;1;Nulidades;2.9301;A
2013;11;23;Nulidades;;A
2013;11;2;Nulidades;;A
2013;11;3;Nulidades;;A
2013;14;00;Nulidades;1.35646;A
2013;14;1;Nulidades;1.35646;A
2013;14;23;Nulidades;;A
2013;14;2;Nulidades;;A
2013;14;3;Nulidades;;A
2013;18;00;Nulidades;5.45556;A
2013;18;1;Nulidades;5.45556;A
2013;18;23;Nulidades;;A
2013;18;2;Nulidades;;A
2013;18;3;Nulidades;;A
2013;21;00;Nulidades;1.43627;A
2013;21;1;Nulidades;1.43627;A
2013;21;23;Nulidades;;A
2013;21;2;Nulidades;;A
2013;21;3;Nulidades;;A
2013;23;00;Nulidades;1.41113;A
2013;23;1;Nulidades;1.41113;A
2013;23;23;Nulidades;;A
2013;23;2;Nulidades;;A
2013;29;00;Nulidades;1.4361;A
2013;29;1;Nulidades;1.4361;A
2013;29;23;Nulidades;;A
2013;29;2;Nulidades;;A
2013;29;3;Nulidades;;A
2013;41;00;Nulidades;15.942;A
2013;41;1;Nulidades;14.6135;A
2013;41;23;Nulidades;1.3285;A
2013;41;2;Nulidades;1.3285;A
2013;41;3;Nulidades;;A
2012;C01;00;Nulidades;24.00002;A
2012;C01;1;Nulidades;24.00002;A
2012;C01;23;Nulidades;;A
2012;C01;2;Nulidades;;A
2012;C01;3;Nulidades;;A
2012;04;00;Nulidades;3.0;A
2012;04;1;Nulidades;3.0;A
2012;04;23;Nulidades;;A
2012;04;2;Nulidades;;A
2012;04;3;Nulidades;;A
2012;11;00;Nulidades;;A
2012;11;1;Nulidades;;A
2012;11;23;Nulidades;;A
2012;11;2;Nulidades;;A
2012;14;00;Nulidades;;A
2012;14;1;Nulidades;;A
2012;14;23;Nulidades;;A
2012;14;2;Nulidades;;A
2012;18;00;Nulidades;;A
2012;18;1;Nulidades;;A
2012;18;23;Nulidades;;A
2012;18;2;Nulidades;;A
2012;18;3;Nulidades;;A
2012;21;00;Nulidades;;A
2012;21;1;Nulidades;;A
2012;23;00;Nulidades;;A
2012;23;1;Nulidades;;A
2012;23;23;Nulidades;;A
2012;23;2;Nulidades;;A
2012;29;00;Nulidades;2.0;A
2012;29;1;Nulidades;2.0;A
2012;29;23;Nulidades;;A
2012;29;2;Nulidades;;A
2012;29;3;Nulidades;;A
2012;41;00;Nulidades;19.00002;A
2012;41;1;Nulidades;19.00002;A
2012;41;23;Nulidades;;A
2012;41;2;Nulidades;;A
2012;41;3;Nulidades;;A
2011;C01;00;Nulidades;31.0;A
2011;C01;1;Nulidades;31.0;A
2011;C01;23;Nulidades;;A
2011;C01;2;Nulidades;;A
2011;C01;3;Nulidades;;A
2011;04;00;Nulidades;2.0;A
2011;04;1;Nulidades;2.0;A
2011;11;00;Nulidades;2.0;A
2011;11;1;Nulidades;2.0;A
2011;11;23;Nulidades;;A
2011;11;2;Nulidades;;A
2011;11;3;Nulidades;;A
2011;14;00;Nulidades;2.0;A
2011;14;1;Nulidades;2.0;A
2011;14;23;Nulidades;;A
2011;14;2;Nulidades;;A
2011;14;3;Nulidades;;A
2011;18;00;Nulidades;3.0;A
2011;18;1;Nulidades;3.0;A
2011;18;23;Nulidades;;A
2011;18;2;Nulidades;;A
2011;21;00;Nulidades;;A
2011;21;1;Nulidades;;A
2011;21;23;Nulidades;;A
2011;21;2;Nulidades;;A
2011;21;3;Nulidades;;A
2011;23;00;Nulidades;1.0;A
2011;23;1;Nulidades;1.0;A
2011;23;23;Nulidades;;A
2011;23;2;Nulidades;;A
2011;23;3;Nulidades;;A
2011;29;00;Nulidades;9.0;A
2011;29;1;Nulidades;9.0;A
2011;29;23;Nulidades;;A
2011;29;2;Nulidades;;A
2011;29;3;Nulidades;;A
2011;41;00;Nulidades;12.0;A
2011;41;1;Nulidades;12.0;A
2011;41;23;Nulidades;;A
2011;41;2;Nulidades;;A
2011;41;3;Nulidades;;A
2010;C01;00;Nulidades;30.0;A
2010;C01;1;Nulidades;30.0;A
2010;C01;23;Nulidades;;A
2010;C01;2;Nulidades;;A
2010;C01;3;Nulidades;;A
2010;04;00;Nulidades;5.0;A
2010;04;1;Nulidades;5.0;A
2010;04;23;Nulidades;;A
2010;04;2;Nulidades;;A
2010;04;3;Nulidades;;A
2010;11;00;Nulidades;4.0;A
2010;11;1;Nulidades;4.0;A
2010;11;23;Nulidades;;A
2010;11;2;Nulidades;;A
2010;11;3;Nulidades;;A
2010;14;00;Nulidades;1.0;A
2010;14;1;Nulidades;1.0;A
2010;14;23;Nulidades;;A
2010;14;2;Nulidades;;A
2010;14;3;Nulidades;;A
2010;18;00;Nulidades;4.0;A
2010;18;1;Nulidades;4.0;A
2010;21;00;Nulidades;1.0;A
2010;21;1;Nulidades;1.0;A
2010;21;23;Nulidades;;A
2010;21;2;Nulidades;;A
2010;23;00;Nulidades;;A
2010;23;1;Nulidades;;A
2010;23;23;Nulidades;;A
2010;23;3;Nulidades;;A
2010;29;00;Nulidades;8.0;A
2010;29;1;Nulidades;8.0;A
2010;29;23;Nulidades;;A
2010;29;2;Nulidades;;A
2010;29;3;Nulidades;;A
2010;41;00;Nulidades;7.0;A
2010;41;1;Nulidades;7.0;A
2010;41;23;Nulidades;;A
2010;41;2;Nulidades;;A
2010;41;3;Nulidades;;A
2009;C01;00;Nulidades;22.800000001;A
2009;C01;1;Nulidades;22.800000001;A
2009;C01;23;Nulidades;;A
2009;C01;2;Nulidades;;A
2009;C01;3;Nulidades;;A
2009;04;00;Nulidades;;A
2009;04;1;Nulidades;;A
2009;11;00;Nulidades;1.0;A
2009;11;1;Nulidades;1.0;A
2009;11;23;Nulidades;;A
2009;11;2;Nulidades;;A
2009;11;3;Nulidades;;A
2009;14;00;Nulidades;2.7;A
2009;14;1;Nulidades;2.7;A
2009;18;00;Nulidades;3.200000001;A
2009;18;1;Nulidades;3.200000001;A
2009;21;00;Nulidades;1.8;A
2009;21;1;Nulidades;1.8;A
2009;23;00;Nulidades;2.0;A
2009;23;1;Nulidades;2.0;A
2009;23;23;Nulidades;;A
2009;23;2;Nulidades;;A
2009;29;00;Nulidades;4.0;A
2009;29;1;Nulidades;4.0;A
2009;29;23;Nulidades;;A
2009;29;2;Nulidades;;A
2009;29;3;Nulidades;;A
2009;41;00;Nulidades;8.1;A
2009;41;1;Nulidades;8.1;A
2009;41;23;Nulidades;;A
2009;41;2;Nulidades;;A
2009;41;3;Nulidades;;A
2008;C01;00;Nulidades;20.03268282;A
2008;C01;1;Nulidades;20.03268282;A
2008;C01;23;Nulidades;;A
2008;C01;2;Nulidades;;A
2008;C01;3;Nulidades;;A
2008;04;00;Nulidades;1.82545068;A
2008;04;1;Nulidades;1.82545068;A
2008;11;00;Nulidades;1.0;A
2008;11;1;Nulidades;1.0;A
2008;11;23;Nulidades;;A
2008;11;2;Nulidades;;A
2008;11;3;Nulidades;;A
2008;14;00;Nulidades;1.0;A
2008;14;1;Nulidades;1.0;A
2008;18;00;Nulidades;;A
2008;18;1;Nulidades;;A
2008;21;00;Nulidades;2.73817602;A
2008;21;1;Nulidades;2.73817602;A
2008;23;00;Nulidades;;A
2008;23;1;Nulidades;;A
2008;23;23;Nulidades;;A
2008;23;3;Nulidades;;A
2008;29;00;Nulidades;3.21090136;A
2008;29;1;Nulidades;3.21090136;A
2008;29;23;Nulidades;;A
2008;29;2;Nulidades;;A
2008;29;3;Nulidades;;A
2008;41;00;Nulidades;10.25815476;A
2008;41;1;Nulidades;10.25815476;A
2007;C01;00;Nulidades;23.25;A
2007;C01;1;Nulidades;23.25;A
2007;C01;23;Nulidades;;A
2007;C01;2;Nulidades;;A
2007;C01;3;Nulidades;;A
2007;04;00;Nulidades;1.9;A
2007;04;1;Nulidades;1.9;A
2007;11;00;Nulidades;1.0;A
2007;11;1;Nulidades;1.0;A
2007;11;23;Nulidades;;A
2007;11;2;Nulidades;;A
2007;14;00;Nulidades;3.8;A
2007;14;1;Nulidades;3.8;A
2007;18;00;Nulidades;5.7;A
2007;18;1;Nulidades;5.7;A
2007;21;00;Nulidades;2.85;A
2007;21;1;Nulidades;2.85;A
2007;23;00;Nulidades;;A
2007;23;1;Nulidades;;A
2007;29;00;Nulidades;5.0;A
2007;29;1;Nulidades;5.0;A
2007;29;23;Nulidades;;A
2007;29;2;Nulidades;;A
2007;29;3;Nulidades;;A
2007;41;00;Nulidades;3.0;A
2007;41;1;Nulidades;3.0;A
2007;41;23;Nulidades;;A
2007;41;2;Nulidades;;A
2006;C01;00;Nulidades;36.42;A
2006;C01;1;Nulidades;36.42;A
2006;04;00;Nulidades;1.0;A
2006;04;1;Nulidades;1.0;A
2006;11;00;Nulidades;7.44;A
2006;11;1;Nulidades;7.44;A
2006;14;00;Nulidades;8.37;A
2006;14;1;Nulidades;8.37;A
2006;18;00;Nulidades;1.8;A
2006;18;1;Nulidades;1.8;A
2006;21;00;Nulidades;1.0;A
2006;21;1;Nulidades;1.0;A
2006;23;00;Nulidades;1.0;A
2006;23;1;Nulidades;1.0;A
2006;29;00;Nulidades;8.37;A
2006;29;1;Nulidades;8.37;A
2006;41;00;Nulidades;7.44;A
2006;41;1;Nulidades;7.44;A
2005;C01;00;Nulidades;37.00000001;A
2005;C01;1;Nulidades;37.00000001;A
2005;04;00;Nulidades;7.0;A
2005;04;1;Nulidades;7.0;A
2005;11;00;Nulidades;3.0;A
2005;11;1;Nulidades;3.0;A
2005;14;00;Nulidades;3.0;A
2005;14;1;Nulidades;3.0;A
2005;18;00;Nulidades;1.0;A
2005;18;1;Nulidades;1.0;A
2005;21;00;Nulidades;1.0;A
2005;21;1;Nulidades;1.0;A
2005;23;00;Nulidades;1.0;A
2005;23;1;Nulidades;1.0;A
2005;29;00;Nulidades;13.00000001;A
2005;29;1;Nulidades;13.00000001;A
2005;41;00;Nulidades;8.0;A
2005;41;1;Nulidades;8.0;A
2004;C01;00;Nulidades;33.000001;A
2004;C01;1;Nulidades;33.000001;A
2004;04;00;Nulidades;1.0;A
2004;04;1;Nulidades;1.0;A
2004;11;00;Nulidades;6.0;A
2004;11;1;Nulidades;6.0;A
2004;14;00;Nulidades;2.0;A
2004;14;1;Nulidades;2.0;A
2004;18;00;Nulidades;4.0;A
2004;18;1;Nulidades;4.0;A
2004;21;00;Nulidades;;A
2004;21;1;Nulidades;;A
2004;23;00;Nulidades;2.0;A
2004;23;1;Nulidades;2.0;A
2004;29;00;Nulidades;7.0;A
2004;29;1;Nulidades;7.0;A
2004;41;00;Nulidades;11.000001;A
2004;41;1;Nulidades;11.000001;A
2003;C01;00;Nulidades;43.0;A
2003;C01;1;Nulidades;43.0;A
2003;04;00;Nulidades;6.0;A
2003;04;1;Nulidades;6.0;A
2003;11;00;Nulidades;6.0;A
2003;11;1;Nulidades;6.0;A
2003;14;00;Nulidades;5.0;A
2003;14;1;Nulidades;5.0;A
2003;18;00;Nulidades;2.0;A
2003;18;1;Nulidades;2.0;A
2003;21;00;Nulidades;2.0;A
2003;21;1;Nulidades;2.0;A
2003;23;00;Nulidades;0.0;A
2003;23;1;Nulidades;0.0;A
2003;29;00;Nulidades;16.0;A
2003;29;1;Nulidades;16.0;A
2003;41;00;Nulidades;6.0;A
2003;41;1;Nulidades;6.0;A
2002;C01;00;Nulidades;29.0;A
2002;C01;1;Nulidades;29.0;A
2002;04;00;Nulidades;3.0;A
2002;04;1;Nulidades;3.0;A
2002;11;00;Nulidades;5.0;A
2002;11;1;Nulidades;5.0;A
2002;14;00;Nulidades;2.0;A
2002;14;1;Nulidades;2.0;A
2002;18;00;Nulidades;1.0;A
2002;18;1;Nulidades;1.0;A
2002;21;00;Nulidades;;A
2002;21;1;Nulidades;;A
2002;23;00;Nulidades;1.0;A
2002;23;1;Nulidades;1.0;A
2002;29;00;Nulidades;11.0;A
2002;29;1;Nulidades;11.0;A
2002;41;00;Nulidades;6.0;A
2002;41;1;Nulidades;6.0;A
2001;C01;00;Nulidades;18.0;A
2001;C01;1;Nulidades;18.0;A
2001;04;00;Nulidades;3.0;A
2001;04;1;Nulidades;3.0;A
2001;11;00;Nulidades;4.0;A
2001;11;1;Nulidades;4.0;A
2001;14;00;Nulidades;4.0;A
2001;14;1;Nulidades;4.0;A
2001;18;00;Nulidades;4.0;A
2001;18;1;Nulidades;4.0;A
2001;21;00;Nulidades;;A
2001;21;1;Nulidades;;A
2001;23;00;Nulidades;;A
2001;23;1;Nulidades;;A
2001;29;00;Nulidades;2.0;A
2001;29;1;Nulidades;2.0;A
2001;41;00;Nulidades;1.0;A
2001;41;1;Nulidades;1.0;A
2000;C01;00;Nulidades;20.0;A
2000;C01;1;Nulidades;20.0;A
2000;04;00;Nulidades;;A
2000;04;1;Nulidades;;A
2000;11;00;Nulidades;2.0;A
2000;11;1;Nulidades;2.0;A
2000;14;00;Nulidades;;A
2000;14;1;Nulidades;;A
2000;18;00;Nulidades;5.0;A
2000;18;1;Nulidades;5.0;A
2000;21;00;Nulidades;;A
2000;21;1;Nulidades;;A
2000;23;00;Nulidades;2.0;A
2000;23;1;Nulidades;2.0;A
2000;29;00;Nulidades;6.0;A
2000;29;1;Nulidades;6.0;A
2000;41;00;Nulidades;5.0;A
2000;41;1;Nulidades;5.0;A
1999;C01;00;Nulidades;16.0;A
1999;C01;1;Nulidades;16.0;A
1999;04;00;Nulidades;;A
1999;04;1;Nulidades;;A
1999;11;00;Nulidades;2.0;A
1999;11;1;Nulidades;2.0;A
1999;14;00;Nulidades;1.0;A
1999;14;1;Nulidades;1.0;A
1999;18;00;Nulidades;1.0;A
1999;18;1;Nulidades;1.0;A
1999;21;00;Nulidades;1.0;A
1999;21;1;Nulidades;1.0;A
1999;23;00;Nulidades;2.0;A
1999;23;1;Nulidades;2.0;A
1999;29;00;Nulidades;2.0;A
1999;29;1;Nulidades;2.0;A
1999;41;00;Nulidades;7.0;A
1999;41;1;Nulidades;7.0;A
1998;C01;00;Nulidades;18.0;A
1998;C01;1;Nulidades;18.0;A
1998;04;00;Nulidades;;A
1998;04;1;Nulidades;;A
1998;11;00;Nulidades;1.0;A
1998;11;1;Nulidades;1.0;A
1998;14;00;Nulidades;;A
1998;14;1;Nulidades;;A
1998;18;00;Nulidades;3.0;A
1998;18;1;Nulidades;3.0;A
1998;21;00;Nulidades;1.0;A
1998;21;1;Nulidades;1.0;A
1998;23;00;Nulidades;1.0;A
1998;23;1;Nulidades;1.0;A
1998;29;00;Nulidades;5.0;A
1998;29;1;Nulidades;5.0;A
1998;41;00;Nulidades;7.0;A
1998;41;1;Nulidades;7.0;A
