D_TEMPORAL_0;D_TERRITORIO_0;D_SEXO_0;D_SEXOC2_0;INDICATOR;OBS_VALUE;FREQ
2020;C01;01;06;Separaciones;569.10667;A
2020;C01;06;00;Separaciones;;A
2020;C01;06;06;Separaciones;;A
2020;04;00;00;Separaciones;32.35418;A
2020;04;00;01;Separaciones;;A
2020;04;00;06;Separaciones;32.35418;A
2020;04;01;00;Separaciones;32.35418;A
2020;04;01;01;Separaciones;;A
2020;04;01;06;Separaciones;32.35418;A
2020;04;06;00;Separaciones;;A
2020;04;06;06;Separaciones;;A
2020;11;00;00;Separaciones;91.37225;A
2020;11;00;01;Separaciones;;A
2020;11;00;06;Separaciones;91.37225;A
2020;11;01;00;Separaciones;91.37225;A
2020;11;01;01;Separaciones;;A
2020;11;01;06;Separaciones;91.37225;A
2020;11;06;00;Separaciones;;A
2020;11;06;06;Separaciones;;A
2020;14;00;00;Separaciones;55.28281;A
2020;14;00;01;Separaciones;;A
2020;14;00;06;Separaciones;55.28281;A
2020;14;01;00;Separaciones;55.28281;A
2020;14;01;01;Separaciones;;A
2020;14;01;06;Separaciones;55.28281;A
2020;14;06;00;Separaciones;;A
2020;14;06;06;Separaciones;;A
2020;18;00;00;Separaciones;68.52691;A
2020;18;00;06;Separaciones;68.52691;A
2020;18;01;00;Separaciones;68.52691;A
2020;18;01;06;Separaciones;68.52691;A
2020;18;06;00;Separaciones;;A
2020;18;06;06;Separaciones;;A
2020;21;00;00;Separaciones;18.33693;A
2020;21;00;01;Separaciones;;A
2020;21;00;06;Separaciones;18.33693;A
2020;21;01;00;Separaciones;18.33693;A
2020;21;01;01;Separaciones;;A
2020;21;01;06;Separaciones;18.33693;A
2020;21;06;00;Separaciones;;A
2020;21;06;06;Separaciones;;A
2020;23;00;00;Separaciones;35.30201;A
2020;23;00;01;Separaciones;;A
2020;23;00;06;Separaciones;35.30201;A
2020;23;01;00;Separaciones;35.30201;A
2020;23;01;01;Separaciones;;A
2020;23;01;06;Separaciones;35.30201;A
2020;23;06;00;Separaciones;;A
2020;23;06;06;Separaciones;;A
2020;29;00;00;Separaciones;142.65563;A
2020;29;00;01;Separaciones;;A
2020;29;00;06;Separaciones;142.65563;A
2020;29;01;00;Separaciones;142.65563;A
2020;29;01;01;Separaciones;;A
2020;29;01;06;Separaciones;142.65563;A
2020;29;06;00;Separaciones;;A
2020;29;06;06;Separaciones;;A
2020;41;00;00;Separaciones;125.27595;A
2020;41;00;01;Separaciones;;A
2020;41;00;06;Separaciones;125.27595;A
2020;41;01;00;Separaciones;125.27595;A
2020;41;01;01;Separaciones;;A
2020;41;01;06;Separaciones;125.27595;A
2020;41;06;00;Separaciones;;A
2020;41;06;06;Separaciones;;A
2019;C01;00;00;Separaciones;731.04555;A
2019;C01;00;01;Separaciones;;A
2019;C01;00;06;Separaciones;731.04555;A
2019;C01;01;00;Separaciones;731.04555;A
2019;C01;01;01;Separaciones;;A
2019;C01;01;06;Separaciones;731.04555;A
2019;C01;06;00;Separaciones;;A
2019;C01;06;06;Separaciones;;A
2019;04;00;00;Separaciones;36.5805;A
2019;04;00;01;Separaciones;;A
2019;04;00;06;Separaciones;36.5805;A
2019;04;01;00;Separaciones;36.5805;A
2019;04;01;01;Separaciones;;A
2019;04;01;06;Separaciones;36.5805;A
2019;11;00;00;Separaciones;117.39034;A
2019;11;00;01;Separaciones;;A
2019;11;00;06;Separaciones;117.39034;A
2019;11;01;00;Separaciones;117.39034;A
2019;11;01;01;Separaciones;;A
2019;11;01;06;Separaciones;117.39034;A
2019;11;06;00;Separaciones;;A
2019;11;06;06;Separaciones;;A
2019;14;00;00;Separaciones;71.72973;A
2019;14;00;01;Separaciones;;A
2019;14;00;06;Separaciones;71.72973;A
2019;14;01;00;Separaciones;71.72973;A
2019;14;01;01;Separaciones;;A
2019;14;01;06;Separaciones;71.72973;A
2019;14;06;00;Separaciones;;A
2019;14;06;06;Separaciones;;A
2019;18;00;00;Separaciones;60.09424;A
2019;18;00;01;Separaciones;;A
2019;18;00;06;Separaciones;60.09424;A
2019;18;01;00;Separaciones;60.09424;A
2019;18;01;01;Separaciones;;A
2019;18;01;06;Separaciones;60.09424;A
2019;18;06;00;Separaciones;;A
2019;18;06;06;Separaciones;;A
2019;21;00;00;Separaciones;28.45104;A
2019;21;00;01;Separaciones;;A
2019;21;00;06;Separaciones;28.45104;A
2019;21;01;00;Separaciones;28.45104;A
2019;21;01;01;Separaciones;;A
2019;21;01;06;Separaciones;28.45104;A
2019;23;00;00;Separaciones;53.24972;A
2019;23;00;06;Separaciones;53.24972;A
2019;23;01;00;Separaciones;53.24972;A
2019;23;01;06;Separaciones;53.24972;A
2019;23;06;00;Separaciones;;A
2019;23;06;06;Separaciones;;A
2019;29;00;00;Separaciones;201.02437;A
2019;29;00;01;Separaciones;;A
2019;29;00;06;Separaciones;201.02437;A
2019;29;01;00;Separaciones;201.02437;A
2019;29;01;01;Separaciones;;A
2019;29;01;06;Separaciones;201.02437;A
2019;29;06;00;Separaciones;;A
2019;29;06;06;Separaciones;;A
2019;41;00;00;Separaciones;162.52561;A
2019;41;00;01;Separaciones;;A
2019;41;00;06;Separaciones;162.52561;A
2019;41;01;00;Separaciones;162.52561;A
2019;41;01;01;Separaciones;;A
2019;41;01;06;Separaciones;162.52561;A
2019;41;06;00;Separaciones;;A
2019;41;06;06;Separaciones;;A
2018;C01;00;00;Separaciones;820.8281;A
2018;C01;00;01;Separaciones;4.0046;A
2018;C01;00;06;Separaciones;816.8235;A
2018;C01;01;00;Separaciones;818.6938;A
2018;C01;01;01;Separaciones;4.0046;A
2018;C01;01;06;Separaciones;814.6892;A
2018;C01;06;00;Separaciones;2.1343;A
2018;C01;06;06;Separaciones;2.1343;A
2018;04;00;00;Separaciones;26.8855;A
2018;04;00;01;Separaciones;;A
2018;04;00;06;Separaciones;26.8855;A
2018;04;01;00;Separaciones;26.8855;A
2018;04;01;01;Separaciones;;A
2018;04;01;06;Separaciones;26.8855;A
2018;04;06;00;Separaciones;;A
2018;04;06;06;Separaciones;;A
2018;11;00;00;Separaciones;131.8558;A
2018;11;00;01;Separaciones;;A
2018;11;00;06;Separaciones;131.8558;A
2018;11;01;00;Separaciones;131.8558;A
2018;11;01;01;Separaciones;;A
2018;11;01;06;Separaciones;131.8558;A
2018;11;06;00;Separaciones;;A
2018;11;06;06;Separaciones;;A
2018;14;00;00;Separaciones;94.772;A
2018;14;00;01;Separaciones;;A
2018;14;00;06;Separaciones;94.772;A
2018;14;01;00;Separaciones;94.772;A
2018;14;01;01;Separaciones;;A
2018;14;01;06;Separaciones;94.772;A
2018;14;06;00;Separaciones;;A
2018;14;06;06;Separaciones;;A
2018;18;00;00;Separaciones;120.6111;A
2018;18;00;01;Separaciones;;A
2018;18;00;06;Separaciones;120.6111;A
2018;18;01;00;Separaciones;120.6111;A
2018;18;01;01;Separaciones;;A
2018;18;01;06;Separaciones;120.6111;A
2018;18;06;00;Separaciones;;A
2018;18;06;06;Separaciones;;A
2018;21;00;00;Separaciones;27.635;A
2018;21;00;06;Separaciones;27.635;A
2018;21;01;00;Separaciones;27.635;A
2018;21;01;06;Separaciones;27.635;A
2018;21;06;00;Separaciones;;A
2018;21;06;06;Separaciones;;A
2018;23;00;00;Separaciones;86.754;A
2018;23;00;01;Separaciones;2.5355;A
2018;23;00;06;Separaciones;84.2185;A
2018;23;01;00;Separaciones;86.754;A
2018;23;01;01;Separaciones;2.5355;A
2018;23;01;06;Separaciones;84.2185;A
2018;29;00;00;Separaciones;134.7646;A
2018;29;00;01;Separaciones;;A
2018;29;00;06;Separaciones;134.7646;A
2018;29;01;00;Separaciones;134.7646;A
2018;29;01;01;Separaciones;;A
2018;29;01;06;Separaciones;134.7646;A
2018;29;06;00;Separaciones;;A
2018;29;06;06;Separaciones;;A
2018;41;00;00;Separaciones;197.5501;A
2018;41;00;01;Separaciones;1.4691;A
2018;41;00;06;Separaciones;196.081;A
2018;41;01;00;Separaciones;195.4158;A
2018;41;01;01;Separaciones;1.4691;A
2018;41;01;06;Separaciones;193.9467;A
2018;41;06;00;Separaciones;2.1343;A
2018;41;06;06;Separaciones;2.1343;A
2017;C01;00;00;Separaciones;839.597;A
2017;C01;00;01;Separaciones;;A
2017;C01;00;06;Separaciones;839.597;A
2017;C01;01;00;Separaciones;838.2225;A
2017;C01;01;01;Separaciones;;A
2017;C01;01;06;Separaciones;838.2225;A
2017;C01;06;00;Separaciones;1.3745;A
2017;C01;06;06;Separaciones;1.3745;A
2017;04;00;00;Separaciones;35.0423;A
2017;04;00;01;Separaciones;;A
2017;04;00;06;Separaciones;35.0423;A
2017;04;01;00;Separaciones;35.0423;A
2017;04;01;01;Separaciones;;A
2017;04;01;06;Separaciones;35.0423;A
2017;04;06;00;Separaciones;;A
2017;04;06;06;Separaciones;;A
2017;11;00;00;Separaciones;163.034;A
2017;11;00;01;Separaciones;;A
2017;11;00;06;Separaciones;163.034;A
2017;11;01;00;Separaciones;163.034;A
2017;11;01;01;Separaciones;;A
2017;11;01;06;Separaciones;163.034;A
2017;11;06;00;Separaciones;;A
2017;11;06;06;Separaciones;;A
2017;14;00;00;Separaciones;92.572;A
2017;14;00;01;Separaciones;;A
2017;14;00;06;Separaciones;92.572;A
2017;14;01;00;Separaciones;92.572;A
2017;14;01;01;Separaciones;;A
2017;14;01;06;Separaciones;92.572;A
2017;14;06;00;Separaciones;;A
2017;14;06;06;Separaciones;;A
2017;18;00;00;Separaciones;91.1584;A
2017;18;00;01;Separaciones;;A
2017;18;00;06;Separaciones;91.1584;A
2017;18;01;00;Separaciones;91.1584;A
2017;18;01;01;Separaciones;;A
2017;18;01;06;Separaciones;91.1584;A
2017;18;06;00;Separaciones;;A
2017;18;06;06;Separaciones;;A
2017;21;00;00;Separaciones;32.839;A
2017;21;00;01;Separaciones;;A
2017;21;00;06;Separaciones;32.839;A
2017;21;01;00;Separaciones;32.839;A
2017;21;01;01;Separaciones;;A
2017;21;01;06;Separaciones;32.839;A
2017;21;06;00;Separaciones;;A
2017;21;06;06;Separaciones;;A
2017;23;00;00;Separaciones;76.0582;A
2017;23;00;06;Separaciones;76.0582;A
2017;23;01;00;Separaciones;76.0582;A
2017;23;01;06;Separaciones;76.0582;A
2017;29;00;00;Separaciones;159.5805;A
2017;29;00;01;Separaciones;;A
2017;29;00;06;Separaciones;159.5805;A
2017;29;01;00;Separaciones;159.5805;A
2017;29;01;01;Separaciones;;A
2017;29;01;06;Separaciones;159.5805;A
2017;29;06;00;Separaciones;;A
2017;29;06;06;Separaciones;;A
2017;41;00;00;Separaciones;189.3126;A
2017;41;00;01;Separaciones;;A
2017;41;00;06;Separaciones;189.3126;A
2017;41;01;00;Separaciones;187.9381;A
2017;41;01;01;Separaciones;;A
2017;41;01;06;Separaciones;187.9381;A
2017;41;06;00;Separaciones;1.3745;A
2017;41;06;06;Separaciones;1.3745;A
2016;C01;00;00;Separaciones;902.9587;A
2016;C01;00;01;Separaciones;3.0;A
2016;C01;00;06;Separaciones;899.9587;A
2016;C01;01;00;Separaciones;901.2299;A
2016;C01;01;01;Separaciones;3.0;A
2016;C01;01;06;Separaciones;898.2299;A
2016;C01;06;00;Separaciones;1.7288;A
2016;C01;06;06;Separaciones;1.7288;A
2016;04;00;00;Separaciones;42.5671;A
2016;04;00;01;Separaciones;;A
2016;04;00;06;Separaciones;42.5671;A
2016;04;01;00;Separaciones;42.5671;A
2016;04;01;01;Separaciones;;A
2016;04;01;06;Separaciones;42.5671;A
2016;04;06;00;Separaciones;;A
2016;04;06;06;Separaciones;;A
2016;11;00;00;Separaciones;139.4344;A
2016;11;00;01;Separaciones;1.0;A
2016;11;00;06;Separaciones;138.4344;A
2016;11;01;00;Separaciones;139.4344;A
2016;11;01;01;Separaciones;1.0;A
2016;11;01;06;Separaciones;138.4344;A
2016;11;06;00;Separaciones;;A
2016;11;06;06;Separaciones;;A
2016;14;00;00;Separaciones;115.2214;A
2016;14;00;01;Separaciones;;A
2016;14;00;06;Separaciones;115.2214;A
2016;14;01;00;Separaciones;115.2214;A
2016;14;01;01;Separaciones;;A
2016;14;01;06;Separaciones;115.2214;A
2016;14;06;00;Separaciones;;A
2016;14;06;06;Separaciones;;A
2016;18;00;00;Separaciones;106.728;A
2016;18;00;01;Separaciones;;A
2016;18;00;06;Separaciones;106.728;A
2016;18;01;00;Separaciones;104.9992;A
2016;18;01;01;Separaciones;;A
2016;18;01;06;Separaciones;104.9992;A
2016;18;06;00;Separaciones;1.7288;A
2016;18;06;06;Separaciones;1.7288;A
2016;21;00;00;Separaciones;50.6884;A
2016;21;00;01;Separaciones;1.0;A
2016;21;00;06;Separaciones;49.6884;A
2016;21;01;00;Separaciones;50.6884;A
2016;21;01;01;Separaciones;1.0;A
2016;21;01;06;Separaciones;49.6884;A
2016;21;06;00;Separaciones;;A
2016;21;06;06;Separaciones;;A
2016;23;00;00;Separaciones;72.7504;A
2016;23;00;01;Separaciones;;A
2016;23;00;06;Separaciones;72.7504;A
2016;23;01;00;Separaciones;72.7504;A
2016;23;01;01;Separaciones;;A
2016;23;01;06;Separaciones;72.7504;A
2016;23;06;00;Separaciones;;A
2016;23;06;06;Separaciones;;A
2016;29;00;00;Separaciones;172.0624;A
2016;29;00;01;Separaciones;1.0;A
2016;29;00;06;Separaciones;171.0624;A
2016;29;01;00;Separaciones;172.0624;A
2016;29;01;01;Separaciones;1.0;A
2016;29;01;06;Separaciones;171.0624;A
2016;29;06;00;Separaciones;;A
2016;29;06;06;Separaciones;;A
2016;41;00;00;Separaciones;203.5066;A
2016;41;00;01;Separaciones;;A
2016;41;00;06;Separaciones;203.5066;A
2016;41;01;00;Separaciones;203.5066;A
2016;41;01;01;Separaciones;;A
2016;41;01;06;Separaciones;203.5066;A
2016;41;06;00;Separaciones;;A
2016;41;06;06;Separaciones;;A
2015;C01;00;00;Separaciones;899.1127;A
2015;C01;00;01;Separaciones;1.719;A
2015;C01;00;06;Separaciones;897.3937;A
2015;C01;01;00;Separaciones;899.1127;A
2015;C01;01;01;Separaciones;1.719;A
2015;C01;01;06;Separaciones;897.3937;A
2015;C01;06;00;Separaciones;;A
2015;C01;06;06;Separaciones;;A
2015;04;00;00;Separaciones;56.0604;A
2015;04;00;01;Separaciones;;A
2015;04;00;06;Separaciones;56.0604;A
2015;04;01;00;Separaciones;56.0604;A
2015;04;01;01;Separaciones;;A
2015;04;01;06;Separaciones;56.0604;A
2015;04;06;00;Separaciones;;A
2015;04;06;06;Separaciones;;A
2015;11;00;00;Separaciones;133.4995;A
2015;11;00;01;Separaciones;;A
2015;11;00;06;Separaciones;133.4995;A
2015;11;01;00;Separaciones;133.4995;A
2015;11;01;01;Separaciones;;A
2015;11;01;06;Separaciones;133.4995;A
2015;11;06;00;Separaciones;;A
2015;11;06;06;Separaciones;;A
2015;14;00;00;Separaciones;117.3954;A
2015;14;00;01;Separaciones;;A
2015;14;00;06;Separaciones;117.3954;A
2015;14;01;00;Separaciones;117.3954;A
2015;14;01;01;Separaciones;;A
2015;14;01;06;Separaciones;117.3954;A
2015;14;06;00;Separaciones;;A
2015;14;06;06;Separaciones;;A
2015;18;00;00;Separaciones;108.1972;A
2015;18;00;01;Separaciones;1.719;A
2015;18;00;06;Separaciones;106.4782;A
2015;18;01;00;Separaciones;108.1972;A
2015;18;01;01;Separaciones;1.719;A
2015;18;01;06;Separaciones;106.4782;A
2015;18;06;00;Separaciones;;A
2015;18;06;06;Separaciones;;A
2015;21;00;00;Separaciones;40.5241;A
2015;21;00;01;Separaciones;;A
2015;21;00;06;Separaciones;40.5241;A
2015;21;01;00;Separaciones;40.5241;A
2015;21;01;01;Separaciones;;A
2015;21;01;06;Separaciones;40.5241;A
2015;21;06;00;Separaciones;;A
2015;21;06;06;Separaciones;;A
2015;23;00;00;Separaciones;81.3217;A
2015;23;00;01;Separaciones;;A
2015;23;00;06;Separaciones;81.3217;A
2015;23;01;00;Separaciones;81.3217;A
2015;23;01;01;Separaciones;;A
2015;23;01;06;Separaciones;81.3217;A
2015;23;06;00;Separaciones;;A
2015;23;06;06;Separaciones;;A
2015;29;00;00;Separaciones;173.1336;A
2015;29;00;01;Separaciones;;A
2015;29;00;06;Separaciones;173.1336;A
2015;29;01;00;Separaciones;173.1336;A
2015;29;01;01;Separaciones;;A
2015;29;01;06;Separaciones;173.1336;A
2015;29;06;00;Separaciones;;A
2015;29;06;06;Separaciones;;A
2015;41;00;00;Separaciones;188.9808;A
2015;41;00;01;Separaciones;;A
2015;41;00;06;Separaciones;188.9808;A
2015;41;01;00;Separaciones;188.9808;A
2015;41;01;01;Separaciones;;A
2015;41;01;06;Separaciones;188.9808;A
2015;41;06;00;Separaciones;;A
2015;41;06;06;Separaciones;;A
2014;C01;00;00;Separaciones;1033.68097;A
2014;C01;00;01;Separaciones;1.50283;A
2014;C01;00;06;Separaciones;1032.17814;A
2014;C01;01;00;Separaciones;1033.68097;A
2014;C01;01;01;Separaciones;1.50283;A
2014;C01;01;06;Separaciones;1032.17814;A
2014;C01;06;00;Separaciones;;A
2014;C01;06;06;Separaciones;;A
2014;04;00;00;Separaciones;57.933;A
2014;04;00;01;Separaciones;;A
2014;04;00;06;Separaciones;57.933;A
2014;04;01;00;Separaciones;57.933;A
2014;04;01;01;Separaciones;;A
2014;04;01;06;Separaciones;57.933;A
2014;04;06;00;Separaciones;;A
2014;04;06;06;Separaciones;;A
2014;11;00;00;Separaciones;162.30564;A
2014;11;00;01;Separaciones;1.50283;A
2014;11;00;06;Separaciones;160.80281;A
2014;11;01;00;Separaciones;162.30564;A
2014;11;01;01;Separaciones;1.50283;A
2014;11;01;06;Separaciones;160.80281;A
2014;11;06;00;Separaciones;;A
2014;11;06;06;Separaciones;;A
2014;14;00;00;Separaciones;113.25196;A
2014;14;00;01;Separaciones;;A
2014;14;00;06;Separaciones;113.25196;A
2014;14;01;00;Separaciones;113.25196;A
2014;14;01;01;Separaciones;;A
2014;14;01;06;Separaciones;113.25196;A
2014;14;06;00;Separaciones;;A
2014;14;06;06;Separaciones;;A
2014;18;00;00;Separaciones;138.23355;A
2014;18;00;01;Separaciones;;A
2014;18;00;06;Separaciones;138.23355;A
2014;18;01;00;Separaciones;138.23355;A
2014;18;01;01;Separaciones;;A
2014;18;01;06;Separaciones;138.23355;A
2014;18;06;00;Separaciones;;A
2014;18;06;06;Separaciones;;A
2014;21;00;00;Separaciones;57.99901;A
2014;21;00;01;Separaciones;;A
2014;21;00;06;Separaciones;57.99901;A
2014;21;01;00;Separaciones;57.99901;A
2014;21;01;01;Separaciones;;A
2014;21;01;06;Separaciones;57.99901;A
2014;21;06;00;Separaciones;;A
2014;21;06;06;Separaciones;;A
2014;23;00;00;Separaciones;74.8578;A
2014;23;00;06;Separaciones;74.8578;A
2014;23;01;00;Separaciones;74.8578;A
2014;23;01;06;Separaciones;74.8578;A
2014;23;06;00;Separaciones;;A
2014;23;06;06;Separaciones;;A
2014;29;00;00;Separaciones;207.69645;A
2014;29;00;01;Separaciones;;A
2014;29;00;06;Separaciones;207.69645;A
2014;29;01;00;Separaciones;207.69645;A
2014;29;01;01;Separaciones;;A
2014;29;01;06;Separaciones;207.69645;A
2014;29;06;00;Separaciones;;A
2014;29;06;06;Separaciones;;A
2014;41;00;00;Separaciones;221.40356;A
2014;41;00;01;Separaciones;;A
2014;41;00;06;Separaciones;221.40356;A
2014;41;01;00;Separaciones;221.40356;A
2014;41;01;01;Separaciones;;A
2014;41;01;06;Separaciones;221.40356;A
2014;41;06;00;Separaciones;;A
2014;41;06;06;Separaciones;;A
2013;C01;00;00;Separaciones;974.08657;A
2013;C01;00;01;Separaciones;;A
2013;C01;00;06;Separaciones;974.08657;A
2013;C01;01;00;Separaciones;972.75807;A
2013;C01;01;01;Separaciones;;A
2013;C01;01;06;Separaciones;972.75807;A
2013;C01;06;00;Separaciones;1.3285;A
2013;C01;06;06;Separaciones;1.3285;A
2013;04;00;00;Separaciones;64.0302;A
2013;04;00;01;Separaciones;;A
2013;04;00;06;Separaciones;64.0302;A
2013;04;01;00;Separaciones;64.0302;A
2013;04;01;01;Separaciones;;A
2013;04;01;06;Separaciones;64.0302;A
2013;04;06;00;Separaciones;;A
2013;04;06;06;Separaciones;;A
2013;11;00;00;Separaciones;161.1555;A
2013;11;00;01;Separaciones;;A
2013;11;00;06;Separaciones;161.1555;A
2013;11;01;00;Separaciones;161.1555;A
2013;11;01;01;Separaciones;;A
2013;11;01;06;Separaciones;161.1555;A
2013;11;06;00;Separaciones;;A
2013;11;06;06;Separaciones;;A
2013;14;00;00;Separaciones;97.66512;A
2013;14;00;01;Separaciones;;A
2013;14;00;06;Separaciones;97.66512;A
2013;14;01;00;Separaciones;97.66512;A
2013;14;01;01;Separaciones;;A
2013;14;01;06;Separaciones;97.66512;A
2013;14;06;00;Separaciones;;A
2013;14;06;06;Separaciones;;A
2013;18;00;00;Separaciones;103.65564;A
2013;18;00;01;Separaciones;;A
2013;18;00;06;Separaciones;103.65564;A
2013;18;01;00;Separaciones;103.65564;A
2013;18;01;01;Separaciones;;A
2013;18;01;06;Separaciones;103.65564;A
2013;18;06;00;Separaciones;;A
2013;18;06;06;Separaciones;;A
2013;21;00;00;Separaciones;66.06842;A
2013;21;00;01;Separaciones;;A
2013;21;00;06;Separaciones;66.06842;A
2013;21;01;00;Separaciones;66.06842;A
2013;21;01;01;Separaciones;;A
2013;21;01;06;Separaciones;66.06842;A
2013;21;06;00;Separaciones;;A
2013;21;06;06;Separaciones;;A
2013;23;00;00;Separaciones;88.90119;A
2013;23;00;01;Separaciones;;A
2013;23;00;06;Separaciones;88.90119;A
2013;23;01;00;Separaciones;88.90119;A
2013;23;01;01;Separaciones;;A
2013;23;01;06;Separaciones;88.90119;A
2013;29;00;00;Separaciones;186.693;A
2013;29;00;01;Separaciones;;A
2013;29;00;06;Separaciones;186.693;A
2013;29;01;00;Separaciones;186.693;A
2013;29;01;01;Separaciones;;A
2013;29;01;06;Separaciones;186.693;A
2013;29;06;00;Separaciones;;A
2013;29;06;06;Separaciones;;A
2013;41;00;00;Separaciones;205.9175;A
2013;41;00;01;Separaciones;;A
2013;41;00;06;Separaciones;205.9175;A
2013;41;01;00;Separaciones;204.589;A
2013;41;01;01;Separaciones;;A
2013;41;01;06;Separaciones;204.589;A
2013;41;06;00;Separaciones;1.3285;A
2013;41;06;06;Separaciones;1.3285;A
2012;C01;00;00;Separaciones;1325.99833;A
2012;C01;00;01;Separaciones;;A
2012;C01;00;06;Separaciones;1325.99833;A
2012;C01;01;00;Separaciones;1324.99833;A
2012;C01;01;01;Separaciones;;A
2012;C01;01;06;Separaciones;1324.99833;A
2012;C01;06;00;Separaciones;1.0;A
2012;C01;06;06;Separaciones;1.0;A
2012;04;00;00;Separaciones;81.0995;A
2012;04;00;01;Separaciones;;A
2012;04;00;06;Separaciones;81.0995;A
2012;04;01;00;Separaciones;81.0995;A
2012;04;01;01;Separaciones;;A
2012;04;01;06;Separaciones;81.0995;A
2012;04;06;00;Separaciones;;A
2012;04;06;06;Separaciones;;A
2012;11;00;00;Separaciones;217.75166;A
2012;11;00;01;Separaciones;;A
2012;11;00;06;Separaciones;217.75166;A
2012;11;01;00;Separaciones;217.75166;A
2012;11;01;01;Separaciones;;A
2012;11;01;06;Separaciones;217.75166;A
2012;14;00;00;Separaciones;108.2448;A
2012;14;00;01;Separaciones;;A
2012;14;00;06;Separaciones;108.2448;A
2012;14;01;00;Separaciones;108.2448;A
2012;14;01;01;Separaciones;;A
2012;14;01;06;Separaciones;108.2448;A
2012;18;00;00;Separaciones;139.01817;A
2012;18;00;01;Separaciones;;A
2012;18;00;06;Separaciones;139.01817;A
2012;18;01;00;Separaciones;139.01817;A
2012;18;01;01;Separaciones;;A
2012;18;01;06;Separaciones;139.01817;A
2012;18;06;00;Separaciones;;A
2012;18;06;06;Separaciones;;A
2012;21;00;00;Separaciones;60.6245;A
2012;21;00;06;Separaciones;60.6245;A
2012;21;01;00;Separaciones;60.6245;A
2012;21;01;06;Separaciones;60.6245;A
2012;23;00;00;Separaciones;141.41699;A
2012;23;00;01;Separaciones;;A
2012;23;00;06;Separaciones;141.41699;A
2012;23;01;00;Separaciones;141.41699;A
2012;23;01;01;Separaciones;;A
2012;23;01;06;Separaciones;141.41699;A
2012;29;00;00;Separaciones;271.91439;A
2012;29;00;01;Separaciones;;A
2012;29;00;06;Separaciones;271.91439;A
2012;29;01;00;Separaciones;271.91439;A
2012;29;01;01;Separaciones;;A
2012;29;01;06;Separaciones;271.91439;A
2012;29;06;00;Separaciones;;A
2012;29;06;06;Separaciones;;A
2012;41;00;00;Separaciones;305.92832;A
2012;41;00;01;Separaciones;;A
2012;41;00;06;Separaciones;305.92832;A
2012;41;01;00;Separaciones;304.92832;A
2012;41;01;01;Separaciones;;A
2012;41;01;06;Separaciones;304.92832;A
2012;41;06;00;Separaciones;1.0;A
2012;41;06;06;Separaciones;1.0;A
2011;C01;00;00;Separaciones;1399.03667512;A
2011;C01;00;01;Separaciones;;A
2011;C01;00;06;Separaciones;1399.03667512;A
2011;C01;01;00;Separaciones;1399.03667512;A
2011;C01;01;01;Separaciones;;A
2011;C01;01;06;Separaciones;1399.03667512;A
2011;C01;06;00;Separaciones;;A
2011;C01;06;06;Separaciones;;A
2011;04;00;00;Separaciones;85.45557379;A
2011;04;00;06;Separaciones;85.45557379;A
2011;04;01;00;Separaciones;85.45557379;A
2011;04;01;06;Separaciones;85.45557379;A
2011;11;00;00;Separaciones;246.54489022;A
2011;11;00;01;Separaciones;;A
2011;11;00;06;Separaciones;246.54489022;A
2011;11;01;00;Separaciones;246.54489022;A
2011;11;01;01;Separaciones;;A
2011;11;01;06;Separaciones;246.54489022;A
2011;11;06;00;Separaciones;;A
2011;11;06;06;Separaciones;;A
2011;14;00;00;Separaciones;180.74680224;A
2011;14;00;01;Separaciones;;A
2011;14;00;06;Separaciones;180.74680224;A
2011;14;01;00;Separaciones;180.74680224;A
2011;14;01;01;Separaciones;;A
2011;14;01;06;Separaciones;180.74680224;A
2011;14;06;00;Separaciones;;A
2011;14;06;06;Separaciones;;A
2011;18;00;00;Separaciones;166.89356225;A
2011;18;00;01;Separaciones;;A
2011;18;00;06;Separaciones;166.89356225;A
2011;18;01;00;Separaciones;166.89356225;A
2011;18;01;01;Separaciones;;A
2011;18;01;06;Separaciones;166.89356225;A
2011;21;00;00;Separaciones;59.07766582;A
2011;21;00;01;Separaciones;;A
2011;21;00;06;Separaciones;59.07766582;A
2011;21;01;00;Separaciones;59.07766582;A
2011;21;01;01;Separaciones;;A
2011;21;01;06;Separaciones;59.07766582;A
2011;21;06;00;Separaciones;;A
2011;21;06;06;Separaciones;;A
2011;23;00;00;Separaciones;112.55728429;A
2011;23;00;01;Separaciones;;A
2011;23;00;06;Separaciones;112.55728429;A
2011;23;01;00;Separaciones;112.55728429;A
2011;23;01;01;Separaciones;;A
2011;23;01;06;Separaciones;112.55728429;A
2011;23;06;00;Separaciones;;A
2011;23;06;06;Separaciones;;A
2011;29;00;00;Separaciones;242.68781176;A
2011;29;00;01;Separaciones;;A
2011;29;00;06;Separaciones;242.68781176;A
2011;29;01;00;Separaciones;242.68781176;A
2011;29;01;01;Separaciones;;A
2011;29;01;06;Separaciones;242.68781176;A
2011;29;06;00;Separaciones;;A
2011;29;06;06;Separaciones;;A
2011;41;00;00;Separaciones;305.07308475;A
2011;41;00;01;Separaciones;;A
2011;41;00;06;Separaciones;305.07308475;A
2011;41;01;00;Separaciones;305.07308475;A
2011;41;01;01;Separaciones;;A
2011;41;01;06;Separaciones;305.07308475;A
2011;41;06;00;Separaciones;;A
2011;41;06;06;Separaciones;;A
2010;C01;00;00;Separaciones;1530.47424568;A
2010;C01;00;01;Separaciones;;A
